"","term","mean","median","lower","upper","sd","ran_val","group","level"
"182","(Intercept)",-5421.02149444566,-1372.43827826525,-13292.1283669869,5105.92815144197,24960.2941101623,"random","track_id:day_of_week:race_number","SAR:Sun:10"
"183","(Intercept)",-1034.01149014338,-258.286174428591,-10078.1988570532,7583.23885298434,24525.8567855646,"random","track_id:day_of_week:race_number","SAR:Sun:11"
"184","(Intercept)",-2804.22988031636,-436.782698258673,-10851.6077807059,7335.30470685335,25663.2656263995,"random","track_id:day_of_week:race_number","SAR:Thu:1"
"185","(Intercept)",-506.704917280261,-235.008712749534,-8852.61546914835,7485.7132375618,23499.8914220299,"random","track_id:day_of_week:race_number","SAR:Thu:2"
"186","(Intercept)",-1571.07064750199,-475.934870876407,-10456.7547997675,7279.85255490108,25226.5098454633,"random","track_id:day_of_week:race_number","SAR:Thu:3"
"187","(Intercept)",-500.145656846012,49.9559511675084,-9680.11983039964,9031.79252731918,23566.1539311958,"random","track_id:day_of_week:race_number","SAR:Thu:4"
"188","(Intercept)",177.823102791601,-59.1115334755199,-8153.19576487305,8400.55119394636,23670.8296640639,"random","track_id:day_of_week:race_number","SAR:Thu:5"
"189","(Intercept)",-3471.64252273642,-593.68725672568,-11985.8385902165,6745.61170365178,25366.4601214441,"random","track_id:day_of_week:race_number","SAR:Thu:6"
"190","(Intercept)",-818.593811244671,-223.180625939852,-10342.1441351449,8418.93315252043,26242.783482284,"random","track_id:day_of_week:race_number","SAR:Thu:7"
"191","(Intercept)",5638.64212435488,1368.2377223605,-5967.23606894538,14117.1854175427,26361.0081553886,"random","track_id:day_of_week:race_number","SAR:Thu:8"
"192","(Intercept)",91.2014874983984,82.6699469577234,-8471.56232802315,8713.22820940941,24007.5439105142,"random","track_id:day_of_week:race_number","SAR:Thu:9"
"193","(Intercept)",-4335.39010937153,-808.029614295947,-13478.7184680209,6794.34042793819,25553.4018175691,"random","track_id:day_of_week:race_number","SAR:Thu:10"
"194","(Intercept)",2053.61193648784,345.328916663263,-7920.50594700101,10796.3272930379,23959.5027965317,"random","track_id:day_of_week:race_number","SAR:Wed:2"
"195","(Intercept)",5108.0675266608,1610.37106734771,-5241.20044363898,12885.1718623897,26844.4033507703,"random","track_id:day_of_week:race_number","SAR:Wed:3"
"196","(Intercept)",4802.2053117258,1638.159780808,-5278.47499875705,13926.1225824896,25178.5972303599,"random","track_id:day_of_week:race_number","SAR:Wed:4"
"197","(Intercept)",6267.86568111371,1820.61120454596,-5013.02977307125,14019.6018833143,26176.4661606394,"random","track_id:day_of_week:race_number","SAR:Wed:5"
"198","(Intercept)",568.619672590586,-47.9157142583304,-9030.11523253346,9836.56971158315,24800.2199807819,"random","track_id:day_of_week:race_number","SAR:Wed:6"
"199","(Intercept)",2298.83575159842,495.10664948741,-7776.99498790685,11481.0335759547,24854.0486817666,"random","track_id:day_of_week:race_number","SAR:Wed:7"
"200","(Intercept)",5451.53894500893,1302.02803630657,-5588.64749024634,13352.7716471646,26031.2671774601,"random","track_id:day_of_week:race_number","SAR:Wed:8"
"201","(Intercept)",2340.71198395421,572.649466923207,-7678.9252044015,11248.368136212,23822.3983310382,"random","track_id:day_of_week:race_number","SAR:Wed:9"
"202","(Intercept)",2442.33181594569,446.771955663306,-7399.66568800121,10684.9316427644,24733.735065163,"random","track_id:day_of_week:race_number","SAR:Wed:10"
"203","race_date",-54.5153959379371,-54.6726957270408,-65.6076639000297,-43.7054785112418,16.0533897640203,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"204","favorite_odds",-50514.8709142031,-51955.49486709,-103703.221266808,3664.21846007614,79805.5974036034,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"205","distance_id",-29829.9042710266,-28916.4160960703,-69010.0713203154,10896.7895051692,57335.6964389445,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"206","purse_usa",-189609.295438977,-189081.649589554,-293051.969647865,-81022.8969439143,158868.298516365,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"207","all_NY",21990.9412332933,22110.799356568,255.034997935328,42632.6058464379,31376.4366294923,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"208","race_type_Allowance",25455.0929735766,26475.9961448359,-12862.358180693,64971.3261402324,59656.2941646521,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"209","race_type_Claiming",29598.3507800223,29829.4823369342,4156.51318513709,55466.5113065921,38119.1390420013,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"210","race_type_Maiden_Claiming",4880.06488425262,4838.29204238519,-16271.4806509188,26529.8838118696,32956.2952035734,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"211","race_type_Maiden_Special_Weight",-20733.7371527734,-20443.3857411226,-45843.3943488722,4391.55164081652,36930.2865247619,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"212","race_type_Other",-9796.13248109445,-8599.6090309785,-39603.1259059989,20713.2745868771,45602.9317738704,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"213","age_restriction_02",46501.3255174446,47003.4357355009,11526.8180535141,81576.1607198281,52727.3354982232,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"214","age_restriction_03",-21606.0141052616,-19326.6431957636,-51427.3816696953,9644.29268516674,47134.558718853,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"215","age_restriction_3U",-15067.2444604489,-13741.7977688587,-43879.3041610336,14292.6199014045,45518.18147292,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"216","sex_restriction_2",4911.99696374657,4886.55264138625,-17791.1646997729,27841.0660881096,33893.7095781549,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"217","sex_restriction_3",584.712917860458,446.71433749165,-19030.3406791104,20539.977956812,30710.9277439992,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"218","sex_restriction_Unknown",9132.64677997742,9158.59078953124,-12682.2521856213,30639.4060975072,33459.6946045811,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"219","surface_D",507558.641628278,507951.609501245,329656.846507106,687342.838865771,266362.349395441,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"220","surface_T",456366.123047596,454998.791838635,278275.73315357,634629.20764136,269297.909779891,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"221","number_of_runners_2",318189.953860689,317874.095151955,275705.470375514,358925.468687632,62456.1719266833,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"222","number_of_runners_3",194122.168693799,193871.602992552,164272.966807135,222468.624559389,44025.5482545802,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"223","number_of_runners_5",49639.3767745025,48051.3091153114,27629.7546588795,71012.295267556,33583.9685703751,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"224","number_of_runners_6",13230.6062858193,12038.2869617003,-3814.72658545686,28308.569932652,24624.7855348328,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"225","number_of_runners_7",-11300.6721349105,-10901.2245616795,-35197.213233837,12907.313799519,36223.2749729122,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"226","number_of_runners_8",-104872.885145792,-103748.276321897,-147089.216418787,-60336.9609852758,66651.5425408342,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"227","number_of_runners_9",-97743.216267995,-96277.4656122866,-159852.397445529,-35930.7350036849,95265.2121708743,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"228","number_of_runners_10",-166046.412676535,-165308.797530088,-230085.149135393,-106398.529655473,92228.3523426222,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"229","number_of_runners_11",-23607.5865987861,-21869.2121960502,-138486.677404879,95186.0803745228,186982.621899836,"random","track_id:day_of_week:race_number","AQU:Fri:1"
"230","race_date",-46.7371834036144,-46.9855401866307,-55.7227647011317,-37.8078364362885,12.9382752923917,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"231","favorite_odds",53249.400612728,53037.0927688428,-2286.43424373983,107303.867651426,79573.0865724931,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"232","distance_id",18549.4869733439,19726.9918134486,-14930.6868376231,52742.0236944813,50826.710986606,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"233","purse_usa",-88554.2325915438,-92760.3271016558,-188527.997221637,6225.37134385525,144480.451248627,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"234","all_NY",22910.9037754578,23436.3747770145,3241.15582277475,43616.245700347,29509.3579838794,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"235","race_type_Allowance",-16447.6660258775,-15996.1920342018,-45326.1855596315,13052.8184965467,45304.8228917375,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"236","race_type_Claiming",41559.4375157335,40732.5602072833,14743.1478378547,66724.5105443718,39376.7338565998,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"237","race_type_Maiden_Claiming",11591.2527049445,11553.8427450153,-8529.9964922293,29877.1186076598,30746.215777531,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"238","race_type_Maiden_Special_Weight",-14640.9646900481,-15217.4904673336,-42704.5029166929,14139.6409024403,44392.3167149124,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"239","race_type_Other",-28823.4368795176,-28332.8574493061,-57917.251339271,-366.132147128119,43805.129374956,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"240","age_restriction_02",32296.7945713722,31903.1300244989,-2999.23892150517,68251.5232267451,53761.0436268122,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"241","age_restriction_03",-31734.4061580238,-31814.5061372093,-63307.0215437298,1123.4355408459,49191.7830234928,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"242","age_restriction_3U",-5280.98566714862,-5372.69200823991,-36487.5933230297,24523.6634973635,46668.8356019074,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"243","sex_restriction_2",21075.1491423823,21078.543011334,-1008.74271280125,42968.399665761,34352.5511857983,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"244","sex_restriction_3",-349.805254608906,-637.803631903776,-20993.9747232432,20157.9660315271,33000.276080934,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"245","sex_restriction_Unknown",-23382.8908877968,-23592.6238946546,-45236.8859876077,-421.660440051104,33594.4286294723,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"246","surface_D",391034.811959505,395913.0805445,247167.813571188,535316.016571253,217659.735789279,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"247","surface_T",383316.820441964,387924.399944701,239983.586840378,527442.28423845,219444.767944419,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"248","number_of_runners_2",232892.333663699,231910.134984571,190324.105645733,276472.388469179,65264.6813994567,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"249","number_of_runners_3",193588.301117757,192266.50808658,165359.97815016,221528.80644861,40795.3669507288,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"250","number_of_runners_5",21561.561023228,21257.0430782212,3894.35184270089,38880.0131524228,26087.9530691736,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"251","number_of_runners_6",11381.5025445867,10028.3670778569,-3564.90491352822,24909.7136956211,22138.7912890327,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"252","number_of_runners_7",-15289.3964642471,-15219.5178730645,-39511.1592274064,10027.0245447063,36231.607588763,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"253","number_of_runners_8",-74945.8496201071,-74563.9936028939,-106987.6124161,-43212.8830266463,48383.354172091,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"254","number_of_runners_9",-75312.4168260809,-75142.7499806279,-124234.271770856,-26145.3445265875,74466.0830482295,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"255","number_of_runners_10",-103405.218055234,-104905.314804818,-162008.36983998,-44839.1584273847,89203.6251975662,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"256","number_of_runners_11",-27433.3220120687,-23311.3277098704,-145472.149312797,85184.4295316403,170670.636480429,"random","track_id:day_of_week:race_number","AQU:Fri:2"
"257","race_date",-61.4719734071284,-61.7644899353366,-70.4444918515871,-52.1901674814367,13.304212527247,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"258","favorite_odds",-6639.33623106211,-6089.20265458352,-57536.4938124179,42150.496155723,75112.8327375853,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"259","distance_id",10239.034108898,8742.24591958397,-21793.0156209284,43652.6486900669,50159.9872530424,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"260","purse_usa",-165188.808334818,-165970.924599168,-250001.100873533,-79367.762162198,123900.290072432,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"261","all_NY",7307.52781205416,7581.40213664722,-10392.897009184,24819.5500893237,26005.0549856627,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"262","race_type_Allowance",7789.80332385329,6968.4125449163,-19740.0428438162,33862.6173797724,39424.1547119013,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"263","race_type_Claiming",28460.3146816956,27454.8209761345,4215.35371487773,52925.1221492854,37554.2893785967,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"264","race_type_Maiden_Claiming",11788.3221871445,12102.1926920557,-5974.40404256836,29775.2931279537,29245.103285081,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"265","race_type_Maiden_Special_Weight",-7236.24013377233,-7759.13158797814,-30347.6279240881,15620.9903031042,36670.895299787,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"266","race_type_Other",-21656.6243381593,-22107.7213538772,-49706.4818686062,5384.00682743045,42144.0477342986,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"267","age_restriction_02",70684.1563751036,70258.3031001078,38814.3443935213,101710.720711925,47590.3281394989,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"268","age_restriction_03",-2531.24141014945,-2053.92367783612,-31397.9241513772,26795.5469504892,45454.4761756777,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"269","age_restriction_3U",-37933.4228022443,-37847.8439059816,-63828.4057178722,-9819.50862385409,42115.7792208751,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"270","sex_restriction_2",16361.79426494,16597.5006831647,-7115.52927500804,38408.9209158004,33545.5854982332,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"271","sex_restriction_3",-19481.1899920762,-19452.2923885788,-38655.2217587128,1310.72248376028,30578.1796697677,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"272","sex_restriction_Unknown",39288.3984073732,38013.6581282035,16689.0281209472,61575.8027515787,32652.1488509627,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"273","surface_D",695727.235754855,696721.129079593,540586.936663412,844933.234556946,227092.146090039,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"274","surface_T",680036.496791585,681198.083839365,525696.280885183,831621.594218821,229593.556473,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"275","number_of_runners_2",258151.148486079,256027.13298737,220557.78912975,296783.714149833,58004.5642363486,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"276","number_of_runners_3",191640.217615821,190971.486123156,164979.734544968,217924.351550133,39778.818937074,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"277","number_of_runners_5",53955.9725366603,53632.6230074891,34287.1943258404,72410.2375655381,28878.9738862606,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"278","number_of_runners_6",16212.2698884158,15227.2418166684,1076.23430361616,29118.5756791803,22462.2859674359,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"279","number_of_runners_7",-34203.3460635524,-33069.8423705178,-56240.2819261399,-11113.5743751946,33406.4286633126,"random","track_id:day_of_week:race_number","AQU:Fri:3"
"280","number_of_runners_8",-91072.9523334235,-91635.1328955968,-127230.433245257,-54167.9380460172,53433.0339631375,"random","track_id:day_of_week:race_number","AQU:Fri:3"
